TeamID,TeamName,Gender
3158,Col Charleston,W
3159,Colgate,W
3160,Colorado,W
3161,Colorado St,W
3162,Columbia,W
3163,Connecticut,W
3164,Coppin St,W
3165,Cornell,W
3166,Creighton,W
3167,CS Bakersfield,W
3168,CS Fullerton,W
3169,CS Northridge,W
3170,CS Sacramento,W
3171,Dartmouth,W
3172,Davidson,W
3173,Dayton,W
3174,Delaware,W
3175,Delaware St,W
3176,Denver,W
3177,DePaul,W
3178,Detroit,W
3179,Drake,W
3180,Drexel,W
3181,Duke,W
3182,Duquesne,W
3183,E Illinois,W
3184,E Kentucky,W
3185,E Michigan,W
3186,E Washington,W
3187,East Carolina,W
3188,SIUE,W
3189,Elon,W
3190,ETSU,W
3191,Evansville,W
3192,F Dickinson,W
3193,Fairfield,W
3194,FL Atlantic,W
3195,FGCU,W
3196,Florida,W
3197,Florida A&M,W
3198,Florida Intl,W
3199,Florida St,W
3200,Fordham,W
3201,Fresno St,W
3202,Furman,W
3203,G Washington,W
3204,Ga Southern,W
3205,Gardner Webb,W
3206,George Mason,W
3207,Georgetown,W
3208,Georgia,W
3209,Georgia St,W
3210,Georgia Tech,W
3211,Gonzaga,W
3212,Grambling,W
3213,Grand Canyon,W
3214,Hampton,W
3215,Hardin-Simmons,W
3216,Hartford,W
3217,Harvard,W
3218,Hawaii,W
3219,High Point,W
3220,Hofstra,W
3221,Holy Cross,W
3222,Houston,W
3223,Houston Chr,W
3224,Howard,W
3225,Idaho,W
3226,Idaho St,W
3227,IL Chicago,W
3228,Illinois,W
3229,Illinois St,W
3230,Incarnate Word,W
3231,Indiana,W
3232,Indiana St,W
3233,Iona,W
3234,Iowa,W
3235,Iowa St,W
3236,PFW,W
3237,IUPUI,W
3238,Jackson St,W
3239,Jacksonville,W
3240,Jacksonville St,W
3241,James Madison,W
3242,Kansas,W
3243,Kansas St,W
3244,Kennesaw,W
3245,Kent,W
3246,Kentucky,W
3247,La Salle,W
3248,Lafayette,W
3249,Lamar,W
3250,Lehigh,W
3251,Liberty,W
3252,Lipscomb,W
3253,Long Beach St,W
3254,LIU Brooklyn,W
3255,Longwood,W
3256,Louisiana Tech,W
3257,Louisville,W
3258,Loy Marymount,W
3259,Loyola MD,W
3260,Loyola-Chicago,W
3261,LSU,W
3262,MA Lowell,W
3263,Maine,W
3264,Manhattan,W
3265,Marist,W
3266,Marquette,W
3267,Marshall,W
3268,Maryland,W
3269,Massachusetts,W
3270,McNeese St,W
3271,MD E Shore,W
3272,Memphis,W
3273,Mercer,W
3274,Miami FL,W
3275,Miami OH,W
3276,Michigan,W
3277,Michigan St,W
3278,Minnesota,W
3279,Mississippi,W
3280,Mississippi St,W
3281,Missouri,W
3282,Missouri KC,W
3283,Missouri St,W
3284,Monmouth NJ,W
3285,Montana,W
3286,Montana St,W
3287,Morehead St,W
3288,Morgan St,W
3289,Morris Brown,W
3290,MS Valley St,W
3291,Mt St Mary's,W
3292,MTSU,W
3293,Murray St,W
3294,N Colorado,W
3295,N Dakota St,W
3296,N Illinois,W
3297,N Kentucky,W
3298,Navy,W
3299,NC A&T,W
3300,NC Central,W
3301,NC State,W
3302,NE Illinois,W
3303,NE Omaha,W
3304,Nebraska,W
3305,Nevada,W
3306,New Hampshire,W
3307,New Mexico,W
3308,New Mexico St,W
3309,New Orleans,W
3310,Niagara,W
3311,Nicholls St,W
3312,NJIT,W
3313,Norfolk St,W
3314,North Carolina,W
3315,North Dakota,W
3316,North Florida,W
3317,North Texas,W
3318,Northeastern,W
3319,Northern Arizona,W
3320,Northern Iowa,W
3321,Northwestern,W
3322,Northwestern LA,W
3323,Notre Dame,W
3324,Oakland,W
3325,Ohio,W
3326,Ohio St,W
3327,Okla City,W
3328,Oklahoma,W
3329,Oklahoma St,W
3330,Old Dominion,W
3331,Oral Roberts,W
3332,Oregon,W
3333,Oregon St,W
3334,Pacific,W
3335,Penn,W
3336,Penn St,W
3337,Pepperdine,W
3338,Pittsburgh,W
3339,Portland,W
3340,Portland St,W
3341,Prairie View,W
3342,Presbyterian,W
3343,Princeton,W
3344,Providence,W
3345,Purdue,W
3346,Quinnipiac,W
3347,Radford,W
3348,Rhode Island,W
3349,Rice,W
3350,Richmond,W
3351,Rider,W
3352,Robert Morris,W
3353,Rutgers,W
3354,S Carolina St,W
3355,S Dakota St,W
3356,S Illinois,W
3357,Sacred Heart,W
3358,Sam Houston St,W
3359,Samford,W
3360,San Diego,W
3361,San Diego St,W
3362,San Francisco,W
3363,San Jose St,W
3364,UC Santa Barbara,W
3365,Santa Clara,W
3366,Savannah St,W
3367,SC Upstate,W
3368,SE Louisiana,W
3369,SE Missouri St,W
3370,Seattle,W
3371,Seton Hall,W
3372,SF Austin,W
3373,Siena,W
3374,SMU,W
3375,South Alabama,W
3376,South Carolina,W
3377,South Dakota,W
3378,South Florida,W
3379,Southern Miss,W
3380,Southern Univ,W
3381,Southern Utah,W
3382,St Bonaventure,W
3383,St Francis NY,W
3384,St Francis PA,W
3385,St John's,W
3386,St Joseph's PA,W
3387,St Louis,W
3388,St Mary's CA,W
3389,St Peter's,W
3390,Stanford,W
3391,Stetson,W
3392,Stony Brook,W
3393,Syracuse,W
3394,TAM C. Christi,W
3395,TCU,W
3396,Temple,W
3397,Tennessee,W
3398,Tennessee St,W
3399,Tennessee Tech,W
3400,Texas,W
3401,Texas A&M,W
3402,Texas St,W
3403,Texas Tech,W
3404,TN Martin,W
3405,Toledo,W
3406,Towson,W
3407,Troy,W
3408,Tulane,W
3409,Tulsa,W
3410,UTRGV,W
3411,TX Southern,W
3412,UAB,W
3413,UC Davis,W
3414,UC Irvine,W
3415,UC Riverside,W
3416,UCF,W
3417,UCLA,W
3418,Louisiana,W
3419,ULM,W
3420,UMBC,W
3421,UNC Asheville,W
3422,UNC Greensboro,W
3423,UNC Wilmington,W
3424,UNLV,W
3425,USC,W
3426,UT Arlington,W
3427,UT San Antonio,W
3428,Utah,W
3429,Utah St,W
3430,Utah Valley,W
3431,UTEP,W
3432,Utica,W
3433,VCU,W
3434,Valparaiso,W
3435,Vanderbilt,W
3436,Vermont,W
3437,Villanova,W
3438,Virginia,W
3439,Virginia Tech,W
3441,W Carolina,W
3442,W Illinois,W
3443,WKU,W
3444,W Michigan,W
3445,W Salem St,W
3446,W Texas A&M,W
3447,Wagner,W
3448,Wake Forest,W
3449,Washington,W
3450,Washington St,W
3451,Weber St,W
3452,West Virginia,W
3453,WI Green Bay,W
3454,WI Milwaukee,W
3455,Wichita St,W
3456,William & Mary,W
3457,Winthrop,W
3458,Wisconsin,W
3459,Wofford,W
3460,Wright St,W
3461,Wyoming,W
3462,Xavier,W
3463,Yale,W
3464,Youngstown St,W
3465,Cal Baptist,W
3466,North Alabama,W
3467,Merrimack,W
3468,Bellarmine,W
3469,Utah Tech,W
3470,Tarleton St,W
3471,UC San Diego,W
3472,St Thomas MN,W
3473,Lindenwood,W
3474,Queens NC,W
3475,Southern Indiana,W
3476,Stonehill,W
3477,East Texas A&M,W
3478,Le Moyne,W
3479,Mercyhurst,W
3480,West Georgia,W
3481,New Haven,W
